seconds,connectivity,block:block_bio_backmerge,block:block_bio_remap,block:block_dirty_buffer,block:block_getrq,block:block_touch_buffer,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,gpio:gpio_value,ipi:ipi_raise,irq:irq_handler_entry,irq:softirq_entry,jbd2:jbd2_handle_start,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmalloc,kmem:kmem_cache_alloc,kmem:kmem_cache_free,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,net:net_dev_queue,net:net_dev_xmit,net:netif_rx,page-faults,pagemap:mm_lru_insertion,preemptirq:irq_enable,qdisc:qdisc_dequeue,qdisc:qdisc_dequeue.1,random:get_random_bytes,random:mix_pool_bytes_nolock,random:urandom_read,raw_syscalls:sys_enter,raw_syscalls:sys_exit,rpm:rpm_resume,rpm:rpm_suspend,sched:sched_process_exec,sched:sched_process_free,sched:sched_process_wait,sched:sched_switch,sched:sched_wakeup,signal:signal_deliver,signal:signal_generate,skb:consume_skb,skb:consume_skb.1,skb:kfree_skb,skb:kfree_skb.1,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,task:task_newtask,tcp:tcp_destroy_sock,tcp:tcp_probe,timer:hrtimer_start,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_dirty_page,writeback:writeback_mark_inode_dirty,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written,label
5.011009022,1,0,0,0,0,0,0,0,22,284704,342,0,5,525,149898,4232,0,0,16210,10914,4752,5255,2921,2351,2943,0,5,299,299,253,1656,701,1323108,225,225,7,46,45,152843,152821,130,11,7,9,17,284756,142832,10,13,949,949,31,31,581,0,8,0,13,361879,347,75,1,0,0,22,0,0,22,1,0,0,1,5.0
5.010076604,1,5,7,5,2,0,1,2,58,327418,465,2,10,2341,168820,4325,0,1,16601,11221,4031,4145,2128,1553,2147,63,9,453,453,319,884,264,1475806,367,367,4,48,7,177870,177719,204,16,4,5,13,326820,166740,9,10,785,785,43,43,211,0,5,0,14,450661,351,81,1,0,0,243,0,0,243,1,0,0,1,8.0
5.011363017,1,0,0,0,0,0,0,0,29,275975,341,0,5,604,145695,4289,0,0,16555,11314,6909,7569,3333,2382,3333,126,5,301,301,256,2527,950,1304042,225,225,11,47,44,151275,151252,130,11,11,13,25,275830,139414,14,18,949,949,36,36,578,0,13,0,13,344366,353,78,1,0,0,30,0,0,30,1,0,0,1,5.0
5.010857339,1,0,0,0,0,6,0,0,19,279995,354,0,5,687,146898,4063,0,0,16231,10957,2491,3001,2264,2046,2267,63,106,298,298,253,290,118,1269635,219,219,5,48,5,149931,149924,184,11,4,4,7,279873,141763,8,12,1132,1132,26,26,731,0,6,0,10,384832,454,114,1,5,5,5,0,0,5,1,1,0,2,6.0
5.010677628,1,0,0,0,0,0,0,0,25,280792,338,0,5,2134,148453,4266,0,0,16962,11644,5665,6085,2702,2232,2723,63,141,303,303,257,1657,396,1317078,225,225,6,49,5,153153,153139,204,12,6,8,17,280683,141609,12,14,1131,1131,34,34,716,0,9,0,17,379224,511,123,1,0,0,12,0,0,12,1,0,0,1,8.0
5.01643115,1,0,0,0,0,0,0,0,4,571249,3,0,4,2343,271259,4478,0,0,22298,17313,2004,2747,399,73,415,126,4,16,16,16,676,278,2244517,27,27,4,129,17,339609,339594,29,10,3,3,8,570824,325198,8,9,49,49,26,26,24,0,3,0,13,754098,231,66,1,0,0,56,0,0,56,1,0,0,1,10.0
5.010273492,1,0,0,0,0,0,0,0,6,607742,3,0,5,2892,244623,6460,0,0,23198,18121,4444,4901,2386,1732,2391,1386,5,104,104,90,1668,2171,2252589,203,203,7,130,137,404520,404499,123,12,7,9,16,607271,388567,10,13,228,228,33,33,27,0,10,0,87,632408,605,71,0,0,0,25,0,0,25,0,0,0,0,12.0
5.010387089,1,6,13,5,7,0,2,0,5,280402,338,2,23,2004,148099,4021,1,1,16022,10827,3033,3013,2359,2084,2204,0,19,299,299,254,482,177,1301952,225,225,2,46,16,149942,149938,136,18,2,0,7,280336,141400,6,6,948,948,41,41,577,0,2,0,14,376646,345,100,3,2,5,6,1,5,11,1,3,2,2,5.0
5.010408739,1,0,1,0,1,0,1,0,1,591961,3,0,8,2897,231982,4683,0,0,23084,18042,1197,1641,90,7,98,0,7,106,106,81,29,13,2164375,207,207,0,132,6,399523,399510,123,14,0,0,4,591614,386187,6,6,223,223,30,30,15,0,0,0,78,749988,327,62,1,3,6,3,0,0,3,1,1,0,2,14.0
5.010806243,1,5,7,5,2,0,1,0,42,277382,343,2,10,2042,145768,4269,0,1,17054,11732,8333,8766,3481,2245,3510,189,9,305,305,260,3251,1053,1299376,227,227,13,46,44,153476,153459,138,16,13,16,29,277337,139639,15,20,952,952,35,35,585,0,15,0,17,345984,368,83,1,0,0,28,0,0,28,1,0,0,1,5.0
5.010662698,1,0,2,0,2,0,1,0,2,646039,2,0,11,2318,277971,4662,1,0,22999,17962,939,1375,70,6,75,0,9,102,102,76,40,13,2419328,201,201,0,133,5,407013,406991,124,14,0,0,3,645679,393959,6,6,212,212,20,20,10,0,0,0,74,849483,358,67,3,6,5,5,0,0,5,1,3,2,3,14.0
5.010617591,1,0,0,0,0,0,0,0,6,629781,4,0,6,2825,262828,4870,0,0,22630,17654,3924,4366,904,219,906,63,5,103,103,81,1642,691,2341839,201,201,7,128,45,407646,407617,122,12,7,8,17,629375,392284,10,13,222,222,25,25,22,0,8,0,77,802685,364,69,0,0,0,20,0,0,20,0,0,0,0,14.0
5.010923545,1,5,6,0,1,0,1,12,19,359680,336,1,5,2137,186897,3891,0,1,16490,11291,5268,5509,3140,2373,2863,0,5,296,296,249,1701,665,1630095,219,219,7,46,17,191949,191969,127,10,7,7,18,359127,181246,11,12,1216,1216,31,31,856,0,8,0,11,494349,371,80,1,0,0,8,0,0,8,1,0,0,1,8.0
5.009707565,1,5,8,5,3,0,2,0,10,631331,3,2,13,528,268210,5326,0,1,23735,18611,5294,5784,1045,352,1062,189,11,111,111,91,2361,815,2358647,209,209,9,132,44,406455,406417,132,17,9,11,21,630299,388553,11,15,232,232,22,22,28,0,11,0,88,772832,391,81,1,6,6,18,1,5,23,1,1,0,2,1.0
5.010715293,1,0,0,0,0,0,0,0,10,258048,335,0,5,1986,123411,4010,0,0,16143,10966,3974,4459,2508,2026,2520,0,5,295,295,250,921,265,1154244,217,217,4,46,5,152124,152107,130,12,4,5,13,257931,142872,10,11,935,935,34,34,572,0,5,0,11,324975,335,76,1,5,5,8,0,0,8,1,1,0,2,5.0
5.010359877,1,0,1,0,1,0,1,0,3,587789,3,0,7,484,228768,4698,0,0,23052,18006,921,1384,66,7,77,0,6,105,105,82,26,5,2131266,205,205,0,132,5,397995,397984,124,11,0,0,3,587396,384994,6,6,217,217,20,20,10,0,0,0,79,749811,361,63,1,6,6,2,0,0,2,1,1,0,2,1.0
5.01015555,1,0,3,0,3,0,1,0,11,573830,3,0,12,578,217218,5358,0,0,22150,17382,5672,6116,1065,351,1084,315,11,104,104,83,2358,817,2047223,195,195,9,123,44,398748,398729,117,14,9,11,20,573366,381289,11,15,217,217,29,29,27,0,11,0,80,647152,450,77,1,3,8,23,0,0,23,1,2,1,2,13.0
5.012076181,1,0,0,0,0,8,0,0,33,255513,353,0,5,691,124363,4362,0,0,16804,11445,7349,7839,3445,2388,3458,63,111,301,301,252,2737,1025,1148385,225,225,15,48,45,151581,151562,189,10,15,17,30,254942,139028,15,23,1051,1051,33,33,644,0,17,0,11,301086,492,122,1,0,0,28,0,0,28,1,0,0,1,5.0
5.010419406,1,9,11,427,2,544,1,0,23,563693,103,56,10,2973,215440,6286,489,1,24580,19273,12959,13405,2723,683,2734,378,8,167,226,161,5640,1941,2041690,329,329,31,134,44,396045,395999,247,14,31,33,60,563224,374412,29,38,482,482,82,82,21,17,33,5,100,614245,578,81,2,0,0,503,5,56,559,1,0,0,1,11.0
5.010413265,1,0,0,0,0,0,0,0,20,275455,337,0,5,585,145894,4286,0,0,16715,11419,6220,6678,3082,2611,3100,252,5,302,302,256,2362,829,1277309,223,223,9,46,44,150777,150755,129,11,9,11,20,275370,138764,11,15,1035,1035,27,27,673,0,12,0,17,356374,351,71,1,0,0,24,0,0,24,1,0,0,1,6.0
5.010681603,1,0,0,0,0,0,0,0,10,581196,3,0,7,2412,218745,5034,0,0,22518,17634,6189,6624,1299,233,1312,0,5,101,101,85,2525,952,2092143,197,197,11,126,45,404428,404396,116,11,11,13,26,580850,387406,14,18,221,221,33,33,26,0,13,0,82,714547,368,71,1,0,0,24,0,0,24,1,0,0,1,1.0
5.010955606,1,6,8,6,2,0,1,0,11,284961,337,2,11,1909,149844,4188,0,1,16863,11547,6421,6874,3201,2387,3224,252,9,303,303,263,2392,814,1317283,225,225,9,46,46,155269,155243,134,16,9,11,21,284856,143478,11,15,1044,1044,34,34,679,0,11,0,21,374323,364,82,1,5,5,20,1,6,26,1,1,0,2,7.0
5.010229665,1,0,0,0,0,6,0,0,0,505722,16,0,6,539,213983,4458,0,0,22406,17420,2780,3243,547,81,526,126,5,16,16,16,870,362,1865592,29,29,7,129,18,332090,332078,32,12,7,7,12,505415,317006,8,13,62,62,36,36,35,0,7,0,14,641629,232,72,1,0,0,54,0,0,54,1,0,0,1,10.0
5.010528084,1,0,0,0,0,0,0,2,15,598244,2,0,5,2161,235722,6159,0,0,23427,18331,6256,6679,1285,547,1286,189,5,101,101,79,2515,955,2176695,199,199,11,134,135,405921,405893,117,11,11,13,25,597844,388419,14,18,221,221,30,30,24,0,13,0,77,597669,580,70,1,0,0,20,0,0,20,1,0,0,1,12.0
5.014185824,1,0,0,0,0,0,0,0,17,283027,339,0,5,2020,149081,4231,0,0,16511,11273,6816,7242,3322,2255,3330,63,5,301,301,253,2521,948,1313516,225,225,12,46,45,153662,153633,130,12,11,13,26,282577,141859,14,18,950,950,32,32,582,0,13,0,13,376097,344,69,1,5,5,29,0,0,29,1,1,0,2,5.0
5.010568043,1,0,1,0,1,0,1,0,4,285730,337,0,8,1818,150354,3880,2,0,16241,11113,4036,4555,2623,2136,2627,0,7,294,294,252,911,272,1355215,211,211,5,46,5,152487,152468,125,14,4,5,12,285601,143961,10,11,1023,1023,33,33,663,0,5,0,10,376934,334,75,1,1,0,7,0,0,7,1,1,1,2,7.0
5.010201134,1,0,0,0,0,0,0,0,2,654604,9,0,5,465,286164,4925,0,0,22428,17536,1358,1777,89,7,97,0,5,106,106,79,29,5,2442650,207,207,0,129,6,406956,406944,121,11,0,0,4,654325,393674,6,6,225,225,30,30,17,0,0,0,76,826269,389,61,1,0,0,3,0,0,3,1,0,0,1,14.0
5.010353187,1,0,0,0,0,0,0,0,34,273260,340,0,5,2124,144539,4071,0,0,16109,10836,4631,5141,2931,2288,2940,126,5,296,296,251,1636,688,1233732,219,219,7,46,44,147550,147535,127,11,7,8,16,273159,137754,10,13,941,941,27,27,577,0,8,0,10,366704,328,71,1,0,0,20,0,0,20,1,0,0,1,5.0
5.010252358,0,0,0,0,0,0,0,0,12,573157,37,0,6,1031,270494,5061,0,0,23593,18321,7960,8442,1801,618,1691,441,5,30,30,30,3367,1393,2263587,55,55,13,130,44,347466,347435,45,12,13,22,29,572330,327729,21,20,212,212,50,50,137,0,22,0,0,721498,288,95,1,0,0,49,3,0,49,1,0,0,1,13.0
5.010513749,1,0,0,0,0,0,0,0,11,588535,2,0,5,2365,218704,5703,0,0,19978,15664,3828,4236,460,147,466,126,5,92,92,75,919,267,2113460,181,181,4,115,6,405540,405305,107,11,4,5,12,587430,390612,10,11,190,190,20,20,11,0,5,0,73,662635,542,60,1,0,0,8,0,0,8,1,0,0,1,9.0
5.010366766,1,0,3,0,3,0,1,0,7,646380,3,0,12,2516,278509,5692,0,0,20214,15909,3464,3942,252,77,262,0,11,101,101,82,765,125,2420583,189,189,2,115,6,405544,405533,118,14,2,3,7,645979,390398,7,8,207,207,31,31,21,0,3,0,79,693802,573,72,1,3,8,5,0,0,5,1,1,0,2,13.0
5.013925965,1,5,8,5,3,0,2,0,50,279788,508,2,13,2489,147235,4904,1,1,17215,11696,6564,6859,2865,1881,2585,0,10,473,473,342,2467,785,1274783,393,393,9,47,16,156302,156292,216,14,9,10,23,279748,141953,12,14,836,833,33,33,219,0,12,0,17,365110,368,92,3,1,0,257,1,5,262,1,2,2,3,2.0
5.010829613,1,0,0,0,0,0,0,0,11,277124,345,0,5,543,145307,3949,0,0,16203,11063,3949,4548,2503,2107,2505,0,5,299,299,255,927,272,1307978,221,221,4,46,5,149799,149779,132,11,4,5,13,276955,140529,10,11,944,944,33,33,571,0,5,0,10,389241,329,76,1,0,0,8,0,0,8,1,0,0,1,5.0
5.010008062,1,9,11,418,2,531,1,2,21,632289,100,55,11,1985,270913,6643,476,1,24371,19136,13054,13516,2725,368,2756,315,9,174,242,175,5637,1931,2390572,341,341,31,132,45,408529,408477,265,15,31,33,60,631351,386937,29,38,520,520,84,84,26,17,33,5,116,684782,580,84,2,0,0,496,5,55,551,1,0,0,1,11.0
5.010381429,1,0,1,0,1,0,1,2,10,286517,340,0,8,1872,150416,3877,1,0,16306,11164,4068,4537,2611,2135,2611,0,6,301,301,254,907,252,1326142,225,225,4,47,5,152539,152528,130,11,4,5,12,286416,143765,10,11,1036,1036,33,33,665,0,5,0,13,384119,335,77,1,1,0,7,0,0,7,1,2,2,2,8.0
5.010981821,1,5,7,5,2,6,1,2,41,272576,339,2,10,2112,139274,4415,0,1,17402,11966,9101,9597,3761,2542,3766,126,110,298,298,256,3523,1144,1245919,216,216,17,49,44,155554,155514,186,13,17,20,33,272495,141384,16,25,1123,1123,36,36,732,0,21,0,17,340777,511,127,1,0,0,24,0,0,24,1,0,0,1,7.0
5.00969322,1,0,0,0,0,0,0,0,1,662763,3,0,5,2873,289789,5230,0,0,23434,18387,4611,5120,606,160,628,126,139,109,109,82,1615,363,2505152,205,205,6,133,5,415442,415416,196,12,6,8,17,661777,398142,12,14,317,317,22,22,64,0,8,0,79,815358,559,123,1,0,0,10,0,0,10,1,0,0,1,14.0
5.030264311,1,0,0,0,0,0,0,10,14,350754,334,0,5,2140,177842,3833,0,0,16522,11297,3892,5121,2786,2261,3050,126,5,293,293,251,945,374,1565099,211,211,5,47,34,191408,191397,123,11,5,7,10,350483,181889,9,12,1204,1204,34,34,847,0,5,0,11,458427,370,74,1,0,0,22,0,0,22,1,0,0,1,4.0
5.01020432,1,9,11,427,2,544,1,0,15,589591,119,55,11,2120,238231,6268,494,1,24563,19290,10254,10738,1926,347,1934,252,9,182,234,164,4044,1252,2204951,361,361,24,134,5,397403,397369,258,16,24,26,48,589246,378100,25,31,494,494,91,91,15,16,25,5,103,636590,556,83,2,0,0,487,5,55,542,1,0,0,1,11.0
5.010459207,1,5,7,5,2,0,1,0,5,574716,2,2,10,527,219192,4845,0,1,23238,18126,3862,4361,900,406,906,63,9,104,104,80,1640,702,2088308,205,205,7,132,44,396827,396805,128,16,7,8,16,574340,381304,10,13,223,223,22,22,20,0,8,0,78,700133,380,77,1,0,0,21,0,1,22,1,0,0,1,14.0
5.010586143,1,6,8,6,2,0,1,10,20,347952,335,2,11,2028,175143,3964,0,1,17010,11864,5673,6057,2850,2269,2853,126,9,303,303,260,1633,393,1568569,221,221,6,47,6,193193,193181,136,15,6,9,16,347764,181357,11,13,1208,1208,30,30,845,0,8,0,19,461374,395,90,1,0,0,13,0,1,14,1,0,0,1,4.0
5.010506569,1,0,0,0,0,0,0,0,17,586979,2,0,6,991,224339,5239,0,0,23651,18399,4360,4873,936,351,939,189,111,106,106,84,1651,701,2123978,209,209,7,134,46,404767,404740,182,12,7,8,16,586623,388384,11,14,331,331,37,37,91,0,8,0,82,721958,511,105,1,0,0,17,0,0,17,1,0,0,1,1.0
5.010511426,1,0,0,0,0,0,0,0,30,276318,337,0,4,2061,145502,4121,0,0,16119,10905,4626,5204,2933,2492,2926,126,4,296,296,248,1642,693,1269125,219,219,7,50,44,148709,148688,125,10,7,12,17,276175,139078,10,13,938,938,27,27,577,0,8,0,10,370557,335,71,1,0,0,19,0,0,19,1,0,0,1,5.0
5.01094388,1,5,7,5,2,0,1,6,52,319305,505,2,8,2107,162113,4299,0,1,16671,11142,3857,4410,2119,1602,2133,63,8,463,463,333,947,266,1419087,385,385,4,48,5,177170,177146,216,13,4,5,12,319219,166392,10,11,819,819,31,31,203,0,5,0,10,427520,365,79,1,0,0,255,0,0,255,1,0,0,1,3.0
5.009776845,1,9,11,427,2,543,1,0,13,605490,82,57,10,556,248283,6274,487,1,24165,18899,10864,11342,2334,792,2370,567,9,142,193,157,4749,1672,2248675,281,281,27,133,45,403094,403052,213,15,27,29,51,604961,383122,25,33,419,419,80,80,24,19,28,5,97,637932,555,81,1,8,8,494,6,64,558,1,1,0,2,11.0
5.010500657,1,0,0,0,0,0,0,0,5,608901,2,0,6,1577,240365,6367,0,0,23235,18210,3233,3652,447,148,461,63,5,107,107,91,899,259,2208077,211,211,4,132,97,408753,408732,127,11,4,5,12,608526,393886,10,11,224,224,24,24,14,0,5,0,89,630725,588,60,1,0,0,10,0,0,10,1,0,0,1,12.0
5.010199055,1,9,11,427,2,545,1,0,29,586134,92,56,11,1251,233310,6280,490,1,24277,18989,10905,11440,2335,479,2359,252,9,154,207,161,4758,1667,2146938,305,305,27,134,45,398789,398737,227,15,27,28,51,585174,378626,25,34,446,446,83,83,24,18,28,5,102,622824,567,84,2,0,0,505,5,59,564,1,0,0,1,11.0
5.011429532,1,0,0,0,0,8,0,0,94,256285,522,0,5,2383,125987,5153,0,0,17804,12006,8838,9227,3350,1891,3372,63,108,467,467,334,3520,1159,1164638,391,391,17,50,44,156069,156044,280,11,17,20,34,256239,139643,16,25,932,932,31,31,284,0,20,0,16,282846,506,125,1,0,0,279,0,0,279,1,0,0,1,2.0
5.016312933,1,7,9,7,2,0,1,0,2,587774,2,2,12,2760,286237,4737,0,1,22257,17305,881,1586,131,1,152,0,9,12,12,12,71,64,2328679,21,21,0,130,5,340185,340166,36,16,0,0,1,587295,326914,6,6,35,35,27,27,13,0,0,0,10,801621,225,76,1,0,0,54,0,2,56,1,0,0,1,10.0
5.010568677,1,9,11,418,2,536,1,0,24,581487,108,55,13,1236,226331,6390,481,1,24086,18881,13056,13528,2722,367,2733,315,9,167,216,158,5651,1911,2129925,329,329,31,131,45,402432,402390,235,14,31,33,61,581130,380977,29,38,464,464,87,87,25,17,33,5,96,613928,558,86,1,0,0,496,5,58,554,1,0,0,1,11.0
5.009552269,1,0,0,0,0,0,0,0,8,287606,335,0,5,1962,151141,3997,0,0,16286,11168,3964,4437,2576,2193,2583,0,5,299,299,258,879,255,1347999,221,220,4,47,7,153184,153172,131,12,4,5,13,287192,144492,10,11,1025,1025,31,31,659,0,5,0,16,347169,339,71,1,0,0,7,0,0,7,1,0,0,1,7.0
5.010674062,1,0,0,0,0,0,0,0,37,268650,503,0,5,2497,137605,4815,0,0,16813,11283,3207,3366,2030,1778,2043,0,5,468,468,340,777,142,1217943,389,389,2,48,5,151353,151336,216,11,2,4,8,268686,139995,7,8,823,823,29,29,208,0,3,0,17,349883,375,73,1,0,0,253,0,0,253,1,0,0,1,2.0
5.010618464,1,5,7,5,2,0,1,0,6,580924,20,2,10,556,218716,5881,0,1,23649,18507,6456,6951,1298,358,1300,126,9,110,110,85,2517,945,2081040,215,215,11,131,137,405688,405664,129,16,11,13,26,580614,387942,14,18,249,249,34,34,33,0,13,0,80,536744,600,80,1,5,5,27,1,5,32,1,1,0,2,12.0
5.010500453,1,0,0,0,0,0,0,0,31,260181,345,0,5,620,136370,4440,0,0,16939,11668,7819,8306,4131,2954,4126,630,5,347,348,297,3494,1695,1222352,263,263,12,46,47,145072,145043,150,12,12,14,28,260020,132374,15,19,1082,1082,43,43,694,11,14,2,52,334253,401,77,1,5,5,25,0,0,25,1,1,0,2,6.0
5.014554909,1,0,0,0,0,0,0,0,2,580814,2,0,5,464,285180,4618,0,0,22277,17299,2002,2506,399,263,353,189,5,15,15,15,641,270,2313321,27,27,4,129,17,335093,335061,31,12,3,3,8,579992,320712,8,9,48,48,26,26,24,0,3,0,13,780474,228,68,1,0,0,55,0,0,55,1,0,0,1,10.0
5.013674673,1,0,1,0,1,0,1,3,76,306495,512,0,7,2360,151419,4772,0,0,17682,12064,8464,8843,3140,1773,3148,126,7,474,474,345,3251,1062,1370128,395,395,13,48,44,179869,179836,217,12,13,16,30,306163,163896,15,20,844,844,40,40,220,0,16,0,17,358482,382,76,1,3,6,268,0,0,268,1,1,0,2,3.0
5.010921257,1,5,7,5,2,0,1,0,36,294175,513,2,11,2417,154529,4806,0,1,17292,11774,5469,5895,2422,1811,2419,0,9,478,478,346,1654,387,1349873,403,403,6,48,5,161756,161738,223,16,6,8,16,293892,148474,11,13,846,846,37,37,212,0,8,0,17,381142,365,88,1,0,0,263,0,0,263,1,0,0,1,2.0
5.011098811,1,0,0,0,0,0,0,0,10,271312,341,0,4,1972,138963,4138,0,0,16702,11544,5332,5856,2671,2170,2662,126,4,307,307,261,1653,393,1240851,229,229,6,46,5,151661,151640,130,10,6,8,17,271140,140479,11,13,1034,1034,26,26,665,0,8,0,19,350974,336,69,1,5,5,9,0,0,9,1,1,0,2,6.0
5.010390678,1,5,7,5,2,6,1,0,8,279860,354,2,10,646,147850,4314,0,1,16372,11062,5284,5730,3061,2296,3075,63,8,297,297,254,1874,793,1289117,221,221,11,46,44,151025,151011,134,14,11,12,20,279898,140828,10,17,1045,1045,27,27,675,0,12,0,10,355278,351,87,1,0,0,20,0,0,20,1,0,0,1,6.0
5.011670839,1,0,0,0,0,0,0,0,126,279742,509,0,5,2384,146879,5053,0,0,17270,11677,6176,6702,2851,1880,2882,189,5,474,474,343,2394,818,1270348,395,395,9,48,44,156065,156042,219,11,9,11,21,279491,141993,11,15,839,839,32,32,219,0,11,0,17,337144,382,77,1,0,0,275,0,0,275,1,0,0,1,2.0
5.010578229,1,0,0,0,0,0,0,0,76,281981,510,0,6,2531,147001,4969,0,0,17085,11502,6818,7224,3058,2140,3065,315,5,470,470,339,2506,927,1235954,395,395,11,48,45,156907,156892,215,12,11,13,25,281683,143409,14,18,842,842,37,37,222,0,13,0,13,336637,360,75,1,5,5,272,0,0,272,1,1,0,2,2.0
5.017641279,1,5,7,5,2,8,1,0,24,285374,348,2,10,2159,150236,4300,0,1,16890,11561,5321,5557,3019,2212,2719,63,121,302,302,263,1831,654,1313510,219,219,9,49,17,154967,154952,191,16,9,9,18,285042,143238,9,14,1143,1143,31,31,743,0,11,0,18,370602,495,126,1,0,0,5,0,0,5,1,0,0,1,7.0
5.009833027,1,0,0,0,0,8,0,0,18,287033,351,0,5,2170,151454,4159,0,0,16665,11301,5452,5971,3175,2151,3191,63,123,301,301,255,1850,776,1324819,225,225,11,49,45,154959,154941,199,11,11,12,20,286809,144273,11,18,1141,1141,32,32,734,0,12,0,13,387046,493,124,1,0,0,16,0,0,16,1,0,0,1,8.0
5.010300925,1,0,0,0,0,0,0,0,11,570376,3,0,5,508,219419,5035,0,0,23644,18504,6123,6605,1289,234,1293,252,5,107,107,88,2507,937,2023362,209,209,11,132,46,394324,394302,122,11,11,13,25,570018,376756,14,18,236,236,30,30,30,0,13,0,85,705472,385,66,1,5,5,25,0,0,25,1,1,0,2,1.0
5.010845082,1,0,0,0,0,0,0,0,8,613284,2,0,5,2411,249661,6330,0,0,22398,17531,6252,6738,1284,232,1285,252,5,99,99,80,2525,953,2261310,195,195,11,125,131,405410,405384,115,12,11,13,25,612895,388543,14,18,217,217,30,30,24,0,13,0,78,620614,575,67,1,0,0,27,0,0,26,1,0,0,1,12.0
5.01403883,1,0,0,0,0,0,0,0,6,284006,341,0,5,2002,149978,4002,0,0,16028,10877,2094,2778,2146,2029,2145,0,5,302,302,256,119,19,1303671,227,227,1,46,7,150670,150666,130,12,0,1,3,283960,142810,6,6,946,946,39,39,576,0,0,0,14,386035,339,72,1,0,0,6,0,0,6,1,0,0,1,5.0
5.010593202,1,0,0,0,0,0,0,10,25,364076,375,0,6,2325,188850,3873,0,0,17053,11703,5579,5853,3105,2437,3137,126,5,341,341,295,1732,697,1637281,241,241,7,47,44,195126,195108,142,12,7,8,17,363895,183085,10,13,1272,1272,27,27,846,0,8,0,13,485485,370,77,1,0,0,17,0,0,17,1,0,0,1,4.0
5.010422196,1,0,1,0,1,0,1,0,12,579088,2,0,8,971,232447,5122,0,0,23546,18427,6101,6492,1297,548,1302,189,7,103,103,81,2567,940,2124585,203,203,11,131,44,390336,390317,121,14,11,13,25,578726,372856,14,18,225,225,30,30,24,0,13,0,79,715613,385,70,1,3,5,28,0,0,28,1,1,0,2,1.0
5.010112058,1,0,0,0,0,8,0,10,39,358613,344,0,5,2225,185253,4155,0,0,16996,11559,5905,6359,3282,2389,3293,63,132,297,297,250,1875,782,1613687,225,225,12,49,46,193881,193865,213,12,11,12,20,358417,182251,11,18,1333,1333,40,40,916,0,12,0,14,465345,538,134,1,0,0,24,0,0,24,1,0,0,1,8.0
5.010682801,1,0,0,0,0,0,0,0,11,285683,337,0,5,1928,150227,3993,0,0,16303,11087,4898,5320,3044,2137,3045,126,5,294,294,253,1678,687,1347613,211,211,7,46,44,153316,153301,123,11,7,8,16,285401,143784,10,13,1024,1024,34,34,665,0,8,0,10,328938,333,68,1,0,0,22,0,0,22,1,0,0,1,7.0
5.010232909,1,9,11,419,2,535,1,0,24,622581,107,56,11,892,267635,6419,480,1,24287,18973,10849,11419,2354,418,2346,126,9,163,212,157,4760,1663,2352300,321,321,27,134,44,401162,401124,231,15,27,30,51,622207,381271,25,33,451,451,83,83,20,17,28,5,97,681605,568,82,1,0,0,487,5,54,541,1,0,0,1,11.0
5.010914,1,5,8,5,3,6,2,0,1,574249,4,2,12,1168,219180,4664,1,1,22977,18007,3603,4141,604,155,608,126,10,105,105,80,1172,361,2047211,207,207,8,130,5,395601,395572,127,13,8,9,17,573905,380427,10,15,220,220,21,21,11,0,9,0,77,689558,414,81,3,1,0,9,1,5,14,1,2,2,3,14.0
5.010280287,1,9,11,418,2,536,1,0,11,630336,120,55,13,2475,264402,6335,481,1,24426,19175,10220,10679,1908,347,1914,378,9,180,232,162,4044,1245,2371581,355,355,24,134,5,411317,411286,251,16,24,25,48,629917,392128,25,31,489,489,91,91,14,16,25,5,100,699683,576,88,2,0,0,483,5,55,538,1,0,0,1,11.0
5.009731131,1,5,8,5,3,0,2,0,5,588559,3,2,13,520,218898,5851,1,1,19641,15371,1755,2246,59,7,82,0,11,95,95,79,6,5,2096313,185,185,0,116,6,403656,403643,114,16,0,0,3,588040,390962,6,6,203,203,24,24,17,0,0,0,76,711768,553,75,3,1,0,3,1,5,8,1,2,2,3,9.0
5.010954555,1,0,0,0,0,0,0,12,14,361077,333,0,6,1906,187354,3839,0,0,16582,11397,3465,3932,2458,2232,2471,0,5,297,297,257,757,135,1615313,213,213,3,47,5,192637,192629,124,11,2,3,7,360978,182543,7,8,1196,1196,25,25,839,0,3,0,17,497561,363,78,1,0,0,3,0,0,3,1,0,0,1,4.0
5.010374951,1,5,7,5,2,0,1,0,13,610210,3,2,11,783,254075,6262,0,1,24067,18927,7788,8106,1454,302,1459,63,8,113,113,91,3206,1063,2281925,213,213,13,131,136,401977,401950,126,14,13,13,30,609847,382141,15,20,236,236,30,30,29,0,16,0,88,666605,596,76,1,0,0,24,0,0,24,1,0,0,1,12.0
